rank,player_id,name,position,source,vorp,draft_round,rationale,log_ref
550,6011,Gardner Minshew,QB,vorp,-114.09599891901017,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
551,11421,Ryan Miller,WR,vorp,-114.15380076788365,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
552,11474,Dylan Drummond,WR,vorp,-114.29580075941979,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
553,5854,Drew Lock,QB,vorp,-114.32799891531468,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
554,6037,Brett Rypien,QB,vorp,-114.36799890697003,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
555,4464,Nick Mullens,QB,vorp,-114.38399891853334,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
556,11648,Kedon Slovis,QB,vorp,-114.39999890625478,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
557,6136,Jarrett Stidham,QB,vorp,-114.40799890756608,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
558,11065,Adrian Martinez,QB,vorp,-114.40799890756608,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
559,5127,Kyle Allen,QB,vorp,-114.48799890875817,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
560,12510,Jalen Milroe,QB,vorp,-114.60799890458584,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
561,1837,Jimmy Garoppolo,QB,vorp,-114.7679989129305,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
562,3423,Robbie Chosen,WR,vorp,-114.93480074778199,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
563,10221,Ronnie Bell,WR,vorp,-114.93480077952145,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
564,7612,Dee Eskridge,WR,vorp,-115.00580073826015,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
565,5121,Braxton Berrios,WR,vorp,-115.36080076470971,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
566,5113,Cedrick Wilson Jr.,WR,vorp,-115.57380075730383,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
567,9497,Jalin Hyatt,WR,vorp,-116.21280076682567,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
568,11034,Jalen Brooks,WR,vorp,-116.49680074989796,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
569,7746,Austin Trammell,WR,vorp,-116.85180075518787,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
570,6588,Tom Kennedy,WR,vorp,-116.85180076576769,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
571,12520,Xavier Restrepo,WR,vorp,-117.20680076047778,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
572,8527,Dareke Young,WR,vorp,-117.4198007530719,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
573,7436,Mason Kinsey,WR,vorp,-117.4198007530719,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
574,8253,Deven Thompkins,WR,vorp,-117.84580076999961,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
575,5773,KhaDarel Hodge,WR,vorp,-117.9168007710576,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
576,5374,Justin Watson,WR,vorp,-117.98780077211558,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
577,10228,Charlie Jones,WR,vorp,-117.98780080385505,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
578,11821,Tahj Washington,WR,vorp,-118.20080076470971,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
579,12496,Tai Felton,WR,vorp,-118.3428007774055,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
580,5154,Trent Sherfield,WR,vorp,-118.62680078163743,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
581,6847,Devin Duvernay,WR,vorp,-118.98180077634751,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
582,12634,Jordan Watkins,WR,vorp,-118.98180077634751,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
583,12889,Beaux Collins,WR,vorp,-119.0528007774055,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
584,8250,Tay Martin,WR,vorp,-119.19480077952146,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
585,11320,Nikko Remigio,WR,vorp,-119.26580076999961,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
586,10867,Jake Bobo,WR,vorp,-119.4078007826954,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
587,8414,Britain Covey,WR,vorp,-119.4078007826954,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
588,11056,Jared Wayne,WR,vorp,-119.4078007826954,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
589,10225,Jonathan Mingo,WR,vorp,-119.76280077740549,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
590,13120,Jacoby Jones,WR,vorp,-119.76280077740549,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
591,12935,Jakobie Keeney-James,WR,vorp,-119.76280078798531,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
592,10234,Derius Davis,WR,vorp,-119.76280078798531,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
593,8223,Velus Jones Jr.,WR,vorp,-119.97580076999962,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
594,6386,Alex Bachman,WR,vorp,-119.97580079115927,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
595,7233,Andre Baccellia,WR,vorp,-120.2598007953912,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
596,4274,David Moore,WR,vorp,-120.33080078586936,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
597,11762,Anthony Gould,WR,vorp,-120.40180079750716,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
598,11306,Xavier Gipson,WR,vorp,-120.40180079750716,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
599,12971,Ke'Shawn Williams,WR,vorp,-120.47280078798532,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
600,8013,Tim Jones,WR,vorp,-120.47280078798532,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
601,12505,Jalen Royals,WR,vorp,-120.54380079962313,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
602,11959,Bryce Oliver,WR,vorp,-120.9698007953912,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
603,8235,Samori Toure,WR,vorp,-121.3248008006811,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
604,10860,Malik Cunningham,WR,vorp,-122.17680080279708,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
605,5917,Mecole Hardman,WR,vorp,-122.24780080385506,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
606,12732,Dominic Lovett,WR,vorp,-122.24780080385506,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
607,12829,Coleman Owen,WR,vorp,-122.24780080385506,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
608,6402,Steven Sims,WR,vorp,-122.24780080385506,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
609,4854,River Cracraft,WR,vorp,-122.24780080385506,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
610,3155,Laquon Treadwell,WR,vorp,-122.24780080385506,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
611,8755,Kaden Davis,WR,vorp,-122.24780080385506,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
